g_loss,d_loss,epoch,step
0.4077276587486267,2.8512184619903564,0,0
11.166757583618164,0.39122140407562256,0,1
17.18344497680664,0.06750400364398956,0,2
11.380483627319336,0.8560577630996704,0,3
13.63043212890625,0.1199164167046547,0,4
8.881881713867188,5.584776401519775,0,5
8.51949405670166,0.18390817940235138,0,6
9.323575973510742,0.11248064786195755,0,7
5.946549415588379,1.3317862749099731,0,8
11.343156814575195,0.14623074233531952,0,9
9.63698673248291,1.392640471458435,0,10
11.893861770629883,0.28496310114860535,0,11
11.82762336730957,1.5484213829040527,0,12
23.53993797302246,0.2978505790233612,0,13
22.447402954101562,0.3089466094970703,0,14
19.711944580078125,0.025335626676678658,0,15
17.742753982543945,5.5307111324509606e-05,0,16
13.80020523071289,0.0003859051794279367,0,17
8.765888214111328,5.260644912719727,0,18
29.65105628967285,0.9716945290565491,0,19
30.93922996520996,0.7488417029380798,0,20
29.696258544921875,0.0032477101776748896,0,21
26.26563835144043,0.0026146809104830027,0,22
13.669768333435059,0.034614529460668564,0,23
6.812862396240234,0.7383505702018738,0,24
18.603248596191406,0.06390870362520218,0,25
19.986591339111328,0.0023737014271318913,0,26
12.814332962036133,1.110009789466858,0,27
19.961223602294922,0.04922549054026604,0,28
23.5285701751709,0.029453301802277565,0,29
21.14209747314453,0.3878731429576874,0,30
21.580041885375977,0.016969503834843636,0,31
17.366809844970703,0.01995612122118473,0,32
9.694296836853027,0.1568436324596405,0,33
7.238300323486328,0.7218402028083801,0,34
24.807580947875977,0.08886562287807465,0,35
23.896774291992188,0.10188513249158859,0,36
17.303916931152344,0.022667324170470238,0,37
10.701382637023926,0.006430782377719879,0,38
5.917018890380859,0.35392484068870544,0,39
22.69219207763672,0.053720466792583466,0,40
27.55617904663086,0.007994076237082481,0,41
25.375808715820312,0.001361411646939814,0,42
20.201557159423828,0.017712652683258057,0,43
9.162008285522461,0.43024942278862,0,44
19.839834213256836,0.09319370239973068,0,45
19.635196685791016,0.24214346706867218,0,46
14.08790397644043,6.754752159118652,0,47
0.6473921537399292,1.8850356340408325,0,48
26.335752487182617,0.08180607855319977,0,49
32.30858612060547,0.09542837738990784,0,50
34.75572204589844,0.0035221120342612267,0,51
35.68582534790039,0.009964384138584137,0,52
35.92578887939453,0.00560436537489295,0,53
35.9325065612793,0.0005646244972012937,0,54
36.06309127807617,8.309914119308814e-05,0,55
36.21083450317383,0.00043186990660615265,0,56
35.90898895263672,0.018162434920668602,0,57
35.78340148925781,6.849235433037393e-06,0,58
36.2298583984375,8.163874736055732e-05,0,59
35.733341217041016,6.48605237074662e-06,0,60
36.14906311035156,0.00020176485122647136,0,61
36.020179748535156,4.504292519413866e-05,0,62
36.16321563720703,3.8035985198803246e-05,0,63
36.17809295654297,0.0021389757748693228,0,64
35.80750274658203,0.0002688901440706104,0,65
36.12705993652344,2.7083865461463574e-06,0,66
35.92341613769531,1.0981730156345293e-05,0,67
36.11606979370117,4.981593974662246e-06,0,68
36.04864501953125,1.6950465351328603e-06,0,69
36.157066345214844,3.815350282820873e-06,0,70
36.25859069824219,3.41021477652248e-05,0,71
35.8658447265625,1.1013300536433235e-05,0,72
36.05363845825195,1.3614837371278554e-05,0,73
35.82837677001953,8.781362703302875e-05,0,74
36.00071716308594,0.00021131629182491452,0,75
35.83876037597656,4.9315422074869275e-06,0,76
36.03144836425781,1.9308008631924167e-05,0,77
36.094879150390625,8.234415872721002e-06,0,78
35.8951416015625,6.619373016292229e-05,0,79
36.01531982421875,2.0890083760605194e-06,0,80
35.8529052734375,6.1006903706584126e-06,0,81
36.219940185546875,2.1104438019392546e-06,0,82
36.00605010986328,0.034321632236242294,0,83
36.00051498413086,3.2784041650302242e-06,0,84
35.951255798339844,0.0002916990197263658,0,85
35.95294952392578,8.21412140794564e-06,0,86
35.809181213378906,1.1908521628356539e-05,0,87
35.68327713012695,4.258217813912779e-06,0,88
35.78364562988281,7.463666406692937e-06,0,89
35.90259552001953,6.851828220533207e-05,0,90
35.922401428222656,3.4223498914798256e-06,0,91
36.03443145751953,2.0713837329822127e-06,0,92
35.790260314941406,1.044791133608669e-05,0,93
36.03108215332031,7.50371691538021e-06,0,94
35.48810577392578,1.7568279872648418e-05,0,95
35.95865249633789,2.388908797001932e-06,0,96
35.87996292114258,3.115400886599673e-06,0,97
35.72721862792969,3.424959231779212e-06,0,98
35.427696228027344,1.3644148566527292e-06,0,99
35.56749725341797,6.181643402669579e-05,0,100
35.617408752441406,4.339230144978501e-06,0,101
35.5489501953125,6.9582611104124226e-06,0,102
35.602012634277344,1.7835111520980718e-06,0,103
35.364295959472656,4.1706331103341654e-05,0,104
35.62625503540039,1.6131145912368083e-06,0,105
35.499534606933594,1.0999216328855255e-06,0,106
35.360198974609375,1.6697051250957884e-05,0,107
35.392669677734375,1.9136263290420175e-05,0,108
35.23465347290039,5.3813448175787926e-05,0,109
35.486358642578125,2.6758307285490446e-06,0,110
35.39799499511719,0.00856318324804306,0,111
35.1749267578125,2.1706775441998616e-05,0,112
35.234840393066406,3.4278316434210865e-06,0,113
35.102027893066406,1.8226377278551809e-06,0,114
34.76544189453125,3.220300186512759e-06,0,115
35.17216491699219,2.6421630536788143e-05,0,116
34.966575622558594,1.2666001225625223e-07,0,117
34.821868896484375,3.371401646745653e-07,0,118
35.00928497314453,2.8691038096440025e-06,0,119
34.92481994628906,1.3089395906717982e-05,0,120
34.963111877441406,1.0291289527231129e-06,0,121
34.6318359375,6.547357997988001e-07,0,122
34.71080017089844,2.161702923331177e-06,0,123
34.735870361328125,2.25380802021391e-07,0,124
34.97654724121094,3.5390428365644766e-07,0,125
34.78666687011719,5.504242608367349e-07,0,126
34.617103576660156,3.5949216226072167e-07,0,127
34.680686950683594,7.66498828852491e-07,0,128
34.341094970703125,1.1260041219429695e-06,0,129
34.59291458129883,6.798724143664003e-07,0,130
34.532310485839844,2.346953493770343e-07,0,131
34.340362548828125,2.7939827873524337e-07,0,132
34.52412796020508,2.3748782496113563e-07,0,133
34.561058044433594,1.005830014833009e-07,0,134
34.334068298339844,5.373807994146773e-07,0,135
33.9053955078125,1.033770757885577e-07,0,136
33.840721130371094,1.5906969565548934e-05,0,137
33.868934631347656,1.1297710216240375e-06,0,138
33.51436233520508,8.940705953364159e-08,0,139
33.54059600830078,9.145940680355125e-07,0,140
33.798095703125,2.5332244035780604e-07,0,141
32.931640625,0.027402471750974655,0,142
32.150577545166016,2.7008687197849213e-07,0,143
31.185314178466797,6.743497920069785e-07,0,144
27.435876846313477,0.00702595803886652,0,145
10.95063591003418,1.236607313156128,0,146
38.00190734863281,1.3487827777862549,0,147
46.56794738769531,0.6006017327308655,0,148
43.06084442138672,4.7119792725425214e-05,0,149
39.232940673828125,3.725290742551124e-09,0,150
36.573829650878906,9.31322907682386e-10,0,151
35.05938720703125,1.7177529591203304e-15,0,152
35.0389289855957,3.725293851175593e-09,0,153
33.92856979370117,1.955780071227764e-08,0,154
33.86181640625,2.793987707860879e-09,0,155
33.20386505126953,1.2505846510267593e-13,0,156
31.90706443786621,2.7942292923910372e-09,0,157
30.1956787109375,1.885873928131332e-07,0,158
21.044628143310547,27.61126708984375,0,159
34.277374267578125,0.002044873544946313,0,160
38.05613708496094,1.0055350065231323,0,161
36.172027587890625,1.5666210651397705,0,162
34.89965057373047,0.17475144565105438,0,163
30.417354583740234,0.0003259466029703617,0,164
20.78125,0.5191290378570557,0,165
24.973888397216797,0.013190701603889465,0,166
